,Store Name,Age,Comments Count,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
1916,פורטק ,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,אודיו קאם ,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1918,לג נד טק ,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1919,BuyPo ,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1920,אביאלי טייג ,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1921,סאונדביט ,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1922,S PRESSO ,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,מצוק ,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1924,סופר לאב ,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1925,מיקי גולן ,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
1926,אמבט נט ,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1927,MyWatch ,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1928,מייביט ,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1929,הד פון ,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1930,אוגיז ,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1931,JoyPhone ,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1932,צמיג פלוס ,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1933,בום אלקטריק ,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1934,מולטיטול ,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1935,מעבדת סלולאר השרון ,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1936,JUNA PHARM ,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1937,דיל המותגים ,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1938,האוס אין ,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1939,הום בקליק ,17.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1940,מצברים אונליין ,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1941,דיגיטל פלוס ,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1942,טופ פון ,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
1943,אלקטרוניק סטור ,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1944,Trevor Tech ,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1945,סקסטזי ,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1946,קומג ט דיו וטונרים ,21.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1947,פרחי גורדון ,20.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1948,כל בו בקליק ,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1949,אטיאס ,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1950,Maxxtro ,20.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1951,די אנד אס ,11.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1952,גוד פרייס ,19.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1953,סופר סטור ,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,קליקום ,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1955,לחמיש ,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1956,אינטר טיים ,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1957,טופ מחשבים ,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,הלד פור יו ,18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1959,פי סי דרים ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1960,יניב טק ,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1961,זימקס ,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,לייזר ,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1963,קינג אופן ,17.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1964,פילטר סנטר ,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,אודקו ,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1966,ספא פולג ,17.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1967,Gothic Lifestyle Btq ,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1968,קומפיילוט ,17.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1969,פיור בר ,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1970,מגבות ,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1971,טק סנטר ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,סולו פי סי ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1973,אינטרסק ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1974,קומג ט פלוס ,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1975,האו וואו ,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1976,זאד אנד קיי ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1977,בלו טוי ,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,לה קאר ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1979,פרג ון ,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1980,דיו פור יו ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1981,פריקום ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1982,סינמה אודיו ,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1983,אפרת גדי בע מ ,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1984,I2C ,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1985,פרינט לינק ,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
1986,תמי4 ,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1987,אקטיבי ישראל בע מ ,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1988,איי אס אם ,15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1989,רהיטים פלוס ,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,סמארט פי סי ,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1991,רהיטים שופ ,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1992,אורגניק פוד ,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1993,מיי אפל ,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
1994,phone4less ,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1995,פוייקס ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,חבד שופ ,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1997,bha ,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1998,MyLaptop ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,קרמיקה אביב ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,טיף וטף ,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2001,פרפקט ליין ,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2002,ברנד שופ ,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2003,mycctv ,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2004,GamesRus ,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2005,mixerv ,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2006,maxplay ,13.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2007,e sports ,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2008,אודיו שופ ,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2009,אודי כלי עבודה ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,רק בשמים ,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2011,מקס דיל ,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2012,CPI ,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2013,גיים שופ ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2014,עולם ירוק ,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2015,Bigame ,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,רהיטי ברוני ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2017,ספורטסייל ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2018,טניסזון ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2019,סנטר האוס ,13.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2020,chrono 24 7 ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,גיוונים ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2022,דרופר ,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2023,buyusa ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2024,דוגו ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2025,עד המשרד ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2026,אס פי אל סטריאו ,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,קופי פלוס ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2028,פישינג פרו ,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2029,DSPlace ,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2030,ש כהן ,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,odpam ,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2032,גו זול ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2033,גמיש ,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2034,green air ,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2035,חשמל ואלקטרוניקה ,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2036,סטריאו עיני ,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2037,המעיין ,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2038,ניחותא ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,iphoner ,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2040,Gps Store ,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,קאר טי וי ,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2042,O Y יבוא ושיווק ,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2043,ונטורה בצלאל ,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2044,לונגו ,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2045,גאדג ט לנד ,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2046,בייפון ,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,פט פינוק ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2048,אלקטרו רים ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2049,בסט סט ,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,gadgstore ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2051,טרייד גרופ ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2052,רמי רחמים ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2053,3dpuzzles ,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2054,מה שבטוח ,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2055,ספורטר ,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2056,דוקטור חשמל ,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2057,בייבי בון ,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2058,mad dog ,13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2059,אופטינס ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2060,מגה סטוק ,13.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2061,dtg ,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2062,Treashares ,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,הום סנטר ,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2064,NoTax ,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2065,אי די אר דלתא ,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,לנס פור יו ,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2067,פלסטלינה ,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2068,צ יפ אלקטריק ,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,My Baby ,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2070,IsDigital ,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2071,אורבני גן ,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2072,כיפון ,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2073,קווה דיזיין ,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2074,Ink 770 ,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,נועה אלקטרוניקס ,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2076,הכל למטבח ,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,טי אס בע מ ,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2078,הג ונגל שלי ,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2079,מיי במבי ,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2080,אופוריה ,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2081,סאונד סנטר ,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2082,מדיקאלי ,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2083,פיקס פוינט ,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2084,חשבשבת חומרה ,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2085,ZShop ,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,Parts4Mobile ,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,ברקום ,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2088,פמילי פארם ,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2089,Child R Us ,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,פרו ראנר ,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2091,BestPerfumes ,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2092,טכנו מריו ,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,ברטלי ,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,RT מובייל ,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,MQ Service ,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2096,WavePower Surfboards ,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2097,ישראדור ,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2098,אגמיה ,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2099,אופיר פז ,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,מציאות מדומה ישראל ,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2101,ביוטי פקטורי ,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,מקינטה ,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,Yellow Click Pick ,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2104,Best Cell celular ,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,גן לי כרמיאל ,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,אמאזו ,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,בא לי בייבי ,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2108,A K GLASS ,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2109,אר R מובייל ,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,סאונדבר ,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2111,אנבי פרופשיונל ,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2112,פאן יארד ,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,פי סי מסטר ,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2114,פרו דיגיטאל ,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2115,ליצ י מובייל ,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2116,דקור אנד מור ,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,קיפי מתנות וצעצועים ,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2118,Printerx ,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2119,קורת הגג ,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2120,מחסני זרועות ,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2121,ספיישל פון ,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,מגה סל ,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2123,BikeCafe ,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2124,משה יודאיקה ,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,צמפיון ,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2126,Top 1 Coffee ,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2127,עידן התוכי והחי ,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,אקסלנט ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,חיש חי ,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,נטווקס מחשבים ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2131,KMT ,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,ד ד ,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,DYO ,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2134,ג נטלמן ,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,BNC ,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,איי איי ג י ,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2137,רדיו סנטר נתניה ,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2138,אקס שופ ,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2139,PCNow ,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2140,בייביז ,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2141,מיוזיק בוקס ,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2142,קליק ,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2143,LcdTV ,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,מזל שופ ,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2145,קנגרו ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2146,נ מ שיווק ,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2147,אי מלון ,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,הוקוס פוקוס ,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2149,יקר ,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2150,ניופרייס ,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2151,mcshop ,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2152,ישראלבודי תוספי תזונה ,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2153,דילר פור יו ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2154,לירניקס ,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,וי איי פי סייל ,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,FSale ,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2157,סליפ סייל ,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2158,מחסן ,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2159,אייפוד נט ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2160,טופ שופ ,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2161,ג יי קיי מחשבים ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,בוז בר ,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2163,קניה ישירה ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2164,סודות במיוחד לילדים ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,אינטר פוטו ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,פינוקים לתינוק ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2167,ישראדיל ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2168,דיגיטייז ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2169,עולם דיגיטלי ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2170,מסע אחר ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2171,אי טי מחשבים ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,טיים טו טיים ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2173,יונדאי טול ס ,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2174,אספרסו קלאב ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,יונייטד פי סי ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2176,בי די מחשבים ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2177,ע ר אלקטרוניקה ,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2178,klibuy ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,פי סי זול ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2180,רומנטי כאן ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,ספורט בקליק ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2182,דון קישוט ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2183,סירנה דיל ,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2184,הבולשת ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2185,JFB ,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2186,בננות קניון ,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2187,טופ טרנד ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2188,טבע שיבולים ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2189,נט קליק ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2190,אפרודיטה ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2191,אקס פי אס ,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2192,גארוקס ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2193,7PC ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2194,זולה שופס ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,סנטר גיים ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2196,פורת יעקב ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2197,ימית סחר ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2198,אלרום ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2199,אייג גרופ ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,פומפיה ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,ביט טק ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,cars4kids ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,אינסטוק ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,סנסליין ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2205,קהלני קרמיקה ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2206,toytime ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2207,לפדסק ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,p see ,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2209,אליזוב ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,LT דידקטיק ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,sdcam ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,החנות ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,מי רן ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2214,הום דקור ,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2215,ddshops ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2216,Rogel Diamonds ,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,דטה סטור ,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2218,mtbi ,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,מאסלהאוס ,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2220,ג י אי מובייל ,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2221,autodesign ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2222,מילגה בע מ ,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,אליוקמפ ,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2224,טונר סיטי ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2225,friendly ,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2226,אלקטרו מור ,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2227,ד ר פי סי ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2228,שמר טף ,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2229,ג ובאני ,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2230,אור און ,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2231,סט אלקטרוניקה ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2232,רהיטים נט ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2233,msa ,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2234,סטוק אלקטריק ,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2235,טקסטור ,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
