,Store Name,Age,Comments Count,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
961,גולדטופ ,19.0,175.0,30.0,45.0,0.0,0.0,0.0,0.0
962,טל דן ,19.0,175.0,34.0,16.0,0.0,0.0,0.0,0.0
963,בושמטיק ,12.0,175.0,22.0,29.0,0.0,0.0,0.0,0.0
964,toyland ,20.0,174.0,36.0,87.0,0.0,0.0,0.0,0.0
965,24 ,17.0,174.0,33.0,2.0,0.0,0.0,0.0,0.0
966,FairBuy ,7.0,174.0,36.0,11.0,0.0,0.0,0.0,0.0
967,אטרקטיבי ,19.0,173.0,35.0,15.0,0.0,0.0,0.0,0.0
968,קינג פון ,13.0,172.0,29.0,80.0,0.0,0.0,0.0,0.0
969,נעה מחשבים ,20.0,170.0,36.0,48.0,0.0,0.0,0.0,0.0
970,פיוזטק מחשבים ,10.0,170.0,14.0,5.0,0.0,0.0,0.0,0.0
971,פוטו שוורץ ,18.0,168.0,24.0,0.0,0.0,0.0,0.0,0.0
972,דיגימן ,15.0,167.0,30.0,8.0,0.0,0.0,0.0,0.0
973,לקנות ,11.0,164.0,33.0,56.0,0.0,0.0,0.0,0.0
974,Brand Audio ,8.0,163.0,30.0,0.0,0.0,0.0,0.0,0.0
975,סינמה פרו ,16.0,162.0,31.0,4.0,0.0,0.0,0.0,0.0
976,ישראמרקט ,17.0,160.0,35.0,19.0,0.0,0.0,0.0,0.0
977,מולקולה פרפיום ,7.0,160.0,35.0,7.0,0.0,0.0,0.0,0.0
978,סייל שופ ,20.0,158.0,33.0,26.0,0.0,0.0,0.0,0.0
979,מנה ספורט ,8.0,158.0,28.0,2.0,0.0,0.0,0.0,0.0
980,Bombuy ,10.0,153.0,35.0,3.0,0.0,0.0,0.0,0.0
981,תקשורת 770 ,10.0,152.0,34.0,13.0,0.0,0.0,0.0,0.0
982,הכל למחשב ,11.0,147.0,35.0,9.0,0.0,0.0,0.0,0.0
983,פק ל חגור ,16.0,146.0,31.0,17.0,0.0,0.0,0.0,0.0
984,גיים וורלד ,8.0,145.0,34.0,14.0,0.0,0.0,0.0,0.0
985,פי סי גיימס ,17.0,143.0,34.0,6.0,0.0,0.0,0.0,0.0
986,אלביס ,10.0,143.0,20.0,17.0,0.0,0.0,0.0,0.0
987,imazgan ,10.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0
988,רון פון ,15.0,140.0,33.0,22.0,0.0,0.0,0.0,0.0
989,פיקסייל ,6.0,138.0,22.0,50.0,0.0,0.0,0.0,0.0
990,טלפלד ,17.0,137.0,13.0,12.0,0.0,0.0,0.0,0.0
991,ניו פי סי ,9.0,136.0,20.0,67.0,0.0,0.0,0.0,0.0
992,ChairExpress ,6.0,136.0,31.0,2.0,0.0,0.0,0.0,0.0
993,איי ביי ,15.0,135.0,32.0,28.0,0.0,0.0,0.0,0.0
994,ג אסט פור יו ,16.0,134.0,31.0,36.0,0.0,0.0,0.0,0.0
995,רוסגבס ,11.0,134.0,20.0,19.0,0.0,0.0,0.0,0.0
996,ניו בודי שופ ,8.0,133.0,31.0,15.0,0.0,0.0,0.0,0.0
997,פי סי דיל מחשבים ,15.0,130.0,28.0,3.0,0.0,0.0,0.0,0.0
998,בייביל ה ,6.0,129.0,13.0,2.0,0.0,0.0,0.0,0.0
999,G S ,4.0,129.0,21.0,0.0,0.0,0.0,0.0,0.0
1000,סקיי פון ,9.0,128.0,28.0,1.0,0.0,0.0,0.0,0.0
1001,שלמה סטור ,18.0,123.0,21.0,3.0,0.0,0.0,0.0,0.0
1002,א ל מערכות מיזוג אויר ,8.0,123.0,26.0,3.0,0.0,0.0,0.0,0.0
1003,Wapa ,8.0,121.0,10.0,35.0,0.0,0.0,0.0,0.0
1004,מכלוף ,19.0,120.0,18.0,31.0,0.0,0.0,0.0,0.0
1005,בייבי שיק ,8.0,120.0,14.0,3.0,0.0,0.0,0.0,0.0
1006,לוינגר ,6.0,120.0,17.0,8.0,0.0,0.0,0.0,0.0
1007,לוגיסטיק לייזר ,17.0,118.0,9.0,60.0,0.0,0.0,0.0,0.0
1008,סינמה סייל ,13.0,118.0,28.0,9.0,0.0,0.0,0.0,0.0
1009,אנטר דיו ,15.0,117.0,27.0,13.0,0.0,0.0,0.0,0.0
1010,דיגיטל שופס ,17.0,109.0,28.0,47.0,0.0,0.0,0.0,0.0
1011,כרמונה ,16.0,109.0,20.0,12.0,0.0,0.0,0.0,0.0
1012,סאני אלקטריק ,13.0,109.0,25.0,3.0,0.0,0.0,0.0,0.0
1013,פולק עד אליך ,16.0,108.0,26.0,3.0,0.0,0.0,0.0,0.0
1014,מגזל ,14.0,107.0,21.0,7.0,0.0,0.0,0.0,0.0
1015,סמארט נאו ,8.0,105.0,27.0,14.0,0.0,0.0,0.0,0.0
1016,שופוינט ,15.0,102.0,9.0,27.0,0.0,0.0,0.0,0.0
1017,ג נסיס ,15.0,102.0,9.0,19.0,0.0,0.0,0.0,0.0
1018,גו דיגיטל ,9.0,102.0,25.0,15.0,0.0,0.0,0.0,0.0
1019,חגור קמפינג ,14.0,100.0,0.0,11.0,0.0,0.0,0.0,0.0
1020,אלקום ,19.0,98.0,9.0,4.0,0.0,0.0,0.0,0.0
1021,מובייל סטור ,10.0,97.0,27.0,19.0,0.0,0.0,0.0,0.0
1022,טכנופוט ,18.0,95.0,27.0,0.0,0.0,0.0,0.0,0.0
1023,רהיטים און ליין ,14.0,95.0,24.0,34.0,0.0,0.0,0.0,0.0
1024,עגליס ,3.0,95.0,21.0,0.0,0.0,0.0,0.0,0.0
1025,קומס קומסומה בע מ ,7.0,94.0,25.0,0.0,0.0,0.0,0.0,0.0
1026,ליין שופ ,20.0,93.0,17.0,3.0,0.0,0.0,0.0,0.0
1027,אלקטרוסטור פלוס ,18.0,93.0,26.0,20.0,0.0,0.0,0.0,0.0
1028,גימיק מתנות ,20.0,92.0,25.0,22.0,0.0,0.0,0.0,0.0
1029,מחסני בריכות ,7.0,91.0,24.0,40.0,0.0,0.0,0.0,0.0
1030,פלונטר ,19.0,88.0,23.0,18.0,0.0,0.0,0.0,0.0
1031,פרייס לס ,18.0,87.0,6.0,22.0,0.0,0.0,0.0,0.0
1032,M4L ,17.0,87.0,22.0,19.0,0.0,0.0,0.0,0.0
1033,אקספרס טי וי ,16.0,87.0,13.0,8.0,0.0,0.0,0.0,0.0
1034,קם קם ,15.0,87.0,24.0,8.0,0.0,0.0,0.0,0.0
1035,מגה מובייל ,4.0,87.0,26.0,34.0,0.0,0.0,0.0,0.0
1036,אנרג ים ,16.0,86.0,22.0,28.0,0.0,0.0,0.0,0.0
1037,ביג מחשבים ,18.0,85.0,26.0,12.0,0.0,0.0,0.0,0.0
1038,בייביסטאר רשת למוצרי תינוקות ,9.0,85.0,22.0,4.0,0.0,0.0,0.0,0.0
1039,אשטון טויס ,7.0,85.0,25.0,3.0,0.0,0.0,0.0,0.0
1040,ספורט סנטר בריכות ,10.0,84.0,13.0,15.0,0.0,0.0,0.0,0.0
1041,CarryOnline ,8.0,84.0,25.0,12.0,0.0,0.0,0.0,0.0
1042,פי מליון ,16.0,83.0,25.0,21.0,0.0,0.0,0.0,0.0
1043,קוברה פי סי ,15.0,82.0,17.0,8.0,0.0,0.0,0.0,0.0
1044,camera for me ,11.0,82.0,20.0,4.0,0.0,0.0,0.0,0.0
1045,טכנו קליק ,9.0,82.0,24.0,27.0,0.0,0.0,0.0,0.0
1046,סלאיט ,8.0,82.0,23.0,20.0,0.0,0.0,0.0,0.0
1047,שיא הזול ,17.0,81.0,25.0,1.0,0.0,0.0,0.0,0.0
1048,G Shop ,5.0,81.0,19.0,8.0,0.0,0.0,0.0,0.0
1049,נקסטופ ,17.0,80.0,16.0,13.0,0.0,0.0,0.0,0.0
1050,גיבור נט ,17.0,79.0,23.0,43.0,0.0,0.0,0.0,0.0
1051,yyydeals ,10.0,78.0,18.0,11.0,0.0,0.0,0.0,0.0
1052,220V ,20.0,77.0,7.0,18.0,0.0,0.0,0.0,0.0
1053,איפארמה ,16.0,77.0,23.0,31.0,0.0,0.0,0.0,0.0
1054,אר אי אל טרוניקס ,18.0,76.0,11.0,18.0,0.0,0.0,0.0,0.0
1055,פי סי באי ,15.0,76.0,21.0,35.0,0.0,0.0,0.0,0.0
1056,MoveGame ,10.0,76.0,24.0,12.0,0.0,0.0,0.0,0.0
1057,air center ,13.0,74.0,21.0,11.0,0.0,0.0,0.0,0.0
1058,סטוק סייל ,5.0,74.0,21.0,11.0,0.0,0.0,0.0,0.0
1059,נירקור ,14.0,73.0,22.0,3.0,0.0,0.0,0.0,0.0
1060,more דיו ,9.0,73.0,23.0,1.0,0.0,0.0,0.0,0.0
1061,קליק אחד לקניה ,7.0,73.0,11.0,7.0,0.0,0.0,0.0,0.0
1062,וול מובייל ,15.0,72.0,19.0,7.0,0.0,0.0,0.0,0.0
1063,מדיה סנטר ,10.0,72.0,21.0,12.0,0.0,0.0,0.0,0.0
1064,טל רון ,8.0,72.0,18.0,0.0,0.0,0.0,0.0,0.0
1065,Mobile54 ,8.0,72.0,22.0,28.0,0.0,0.0,0.0,0.0
1066,smartiz ,6.0,72.0,23.0,8.0,0.0,0.0,0.0,0.0
1067,usbid ,19.0,71.0,7.0,11.0,0.0,0.0,0.0,0.0
1068,אביטל דיזיין הבוטיק לעיצוב ,11.0,70.0,21.0,13.0,0.0,0.0,0.0,0.0
1069,מוצ ו ,8.0,70.0,10.0,17.0,0.0,0.0,0.0,0.0
1070,כריש ,18.0,68.0,21.0,4.0,0.0,0.0,0.0,0.0
1071,בי יו טכנולוגיות ,17.0,68.0,18.0,13.0,0.0,0.0,0.0,0.0
1072,פיטנס דיפו ,10.0,68.0,19.0,23.0,0.0,0.0,0.0,0.0
1073,אפיק מ ל ה ,16.0,67.0,22.0,12.0,0.0,0.0,0.0,0.0
1074,רומיפון ,15.0,67.0,21.0,17.0,0.0,0.0,0.0,0.0
1075,בית סנטר ,15.0,67.0,9.0,9.0,0.0,0.0,0.0,0.0
1076,קיו סיס ,15.0,65.0,18.0,6.0,0.0,0.0,0.0,0.0
1077,סל אקספרס ,8.0,65.0,21.0,3.0,0.0,0.0,0.0,0.0
1078,בן טיים ,13.0,64.0,21.0,0.0,0.0,0.0,0.0,0.0
1079,הום אאוטלט ,5.0,64.0,17.0,37.0,0.0,0.0,0.0,0.0
1080,שעוני אמיר ,20.0,63.0,20.0,6.0,0.0,0.0,0.0,0.0
1081,מיו ריו ,18.0,63.0,19.0,3.0,0.0,0.0,0.0,0.0
1082,סיילקטריק ,7.0,63.0,19.0,12.0,0.0,0.0,0.0,0.0
1083,שירוקו ,18.0,62.0,14.0,2.0,0.0,0.0,0.0,0.0
1084,אי ממורי ,17.0,62.0,14.0,4.0,0.0,0.0,0.0,0.0
1085,הום ליין ,11.0,62.0,20.0,24.0,0.0,0.0,0.0,0.0
1086,קונספט מובייל ,8.0,62.0,15.0,12.0,0.0,0.0,0.0,0.0
1087,בריק מסטר ,3.0,62.0,14.0,0.0,0.0,0.0,0.0,0.0
1088,קומפורט נט ,12.0,61.0,18.0,22.0,0.0,0.0,0.0,0.0
1089,טבע בריא ,12.0,60.0,20.0,4.0,0.0,0.0,0.0,0.0
1090,שופי ,18.0,59.0,5.0,2.0,0.0,0.0,0.0,0.0
1091,ג י פי אס נאו בע מ ,19.0,58.0,20.0,1.0,0.0,0.0,0.0,0.0
1092,איי פי יהלומים ,12.0,58.0,19.0,0.0,0.0,0.0,0.0,0.0
1093,אונליין שופ ,11.0,58.0,15.0,9.0,0.0,0.0,0.0,0.0
1094,Best ,13.0,57.0,16.0,12.0,0.0,0.0,0.0,0.0
1095,אקשן שופ ,13.0,57.0,16.0,2.0,0.0,0.0,0.0,0.0
1096,smsphone ,11.0,57.0,20.0,8.0,0.0,0.0,0.0,0.0
1097,קיי אס טי ,17.0,56.0,19.0,8.0,0.0,0.0,0.0,0.0
1098,איי קר ,17.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0
1099,טרוניק ,11.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0
1100,מוניליין ,18.0,55.0,13.0,12.0,0.0,0.0,0.0,0.0
1101,שוונג ,17.0,55.0,17.0,2.0,0.0,0.0,0.0,0.0
1102,לילד ולגן ,6.0,55.0,19.0,2.0,0.0,0.0,0.0,0.0
1103,חשמל בקליק ,5.0,55.0,18.0,9.0,0.0,0.0,0.0,0.0
1104,ד ר שופ ,6.0,54.0,19.0,17.0,0.0,0.0,0.0,0.0
1105,מדיה גלאקסי ,14.0,53.0,19.0,7.0,0.0,0.0,0.0,0.0
1106,טופ רהיט ,7.0,53.0,18.0,0.0,0.0,0.0,0.0,0.0
1107,קניות עושים בסין ,5.0,53.0,0.0,19.0,0.0,0.0,0.0,0.0
1108,Think3g ,18.0,52.0,6.0,18.0,0.0,0.0,0.0,0.0
1109,4Chef ,6.0,52.0,18.0,12.0,0.0,0.0,0.0,0.0
1110,אר אם איי אס ,6.0,52.0,18.0,8.0,0.0,0.0,0.0,0.0
1111,מחמד לי ,6.0,52.0,11.0,1.0,0.0,0.0,0.0,0.0
1112,אי דיגיטל ,18.0,51.0,6.0,4.0,0.0,0.0,0.0,0.0
1113,רדיו רפי ,11.0,51.0,10.0,5.0,0.0,0.0,0.0,0.0
1114,פי סי פוקט ,17.0,50.0,18.0,11.0,0.0,0.0,0.0,0.0
1115,שזר ,16.0,50.0,17.0,10.0,0.0,0.0,0.0,0.0
1116,א א אופניים ,6.0,50.0,14.0,5.0,0.0,0.0,0.0,0.0
1117,ענק המוזיקה ,16.0,49.0,18.0,0.0,0.0,0.0,0.0,0.0
1118,בי אס די פוטו ,18.0,48.0,18.0,1.0,0.0,0.0,0.0,0.0
1119,גולדן טוי ,11.0,48.0,18.0,2.0,0.0,0.0,0.0,0.0
1120,קופי פרינט ,13.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0
1121,זול שופ ,10.0,48.0,17.0,20.0,0.0,0.0,0.0,0.0
1122,מקס באי ,10.0,48.0,17.0,18.0,0.0,0.0,0.0,0.0
1123,נקסטור ,17.0,47.0,13.0,3.0,0.0,0.0,0.0,0.0
1124,עולם הפלאפונים ,16.0,47.0,16.0,12.0,0.0,0.0,0.0,0.0
1125,מחסני הסלולאר ,13.0,47.0,12.0,8.0,0.0,0.0,0.0,0.0
1126,בודי פארם ,8.0,47.0,17.0,15.0,0.0,0.0,0.0,0.0
1127,טי אר ג י ,15.0,46.0,14.0,22.0,0.0,0.0,0.0,0.0
1128,טכניק ,14.0,46.0,7.0,4.0,0.0,0.0,0.0,0.0
1129,פרו פיטנס ,10.0,46.0,11.0,9.0,0.0,0.0,0.0,0.0
1130,רינו אימפורט ,7.0,46.0,13.0,5.0,0.0,0.0,0.0,0.0
1131,IMGסלולר ומחשבים ,4.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0
1132,דרגון פי סי ,18.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0
1133,גאדג ט פור אס ,16.0,45.0,16.0,1.0,0.0,0.0,0.0,0.0
1134,סמארט מובייל ,8.0,45.0,7.0,1.0,0.0,0.0,0.0,0.0
1135,פאוור ספורט סוכנויות בע מ ,18.0,44.0,17.0,6.0,0.0,0.0,0.0,0.0
1136,dvcomworld ,13.0,44.0,17.0,30.0,0.0,0.0,0.0,0.0
1137,גינזבורג ,7.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0
1138,מובייל מנטור ,14.0,42.0,16.0,2.0,0.0,0.0,0.0,0.0
1139,KnuKan ,11.0,42.0,16.0,3.0,0.0,0.0,0.0,0.0
1140,ביג מאסטר ,11.0,42.0,14.0,8.0,0.0,0.0,0.0,0.0
1141,פון פיקסר ,8.0,42.0,13.0,2.0,0.0,0.0,0.0,0.0
1142,גיים פור יו ,7.0,42.0,14.0,19.0,0.0,0.0,0.0,0.0
1143,לייב סייל ,20.0,41.0,9.0,1.0,0.0,0.0,0.0,0.0
1144,מ שעונים ,17.0,41.0,15.0,0.0,0.0,0.0,0.0,0.0
1145,טוי בוקס ,17.0,41.0,12.0,3.0,0.0,0.0,0.0,0.0
1146,סטריאוסקופ ,13.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0
1147,ZipTip ,14.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0
1148,PCIT ,8.0,40.0,16.0,8.0,0.0,0.0,0.0,0.0
1149,חי גרף ,12.0,39.0,14.0,9.0,0.0,0.0,0.0,0.0
1150,אופק חשמל ,10.0,39.0,9.0,25.0,0.0,0.0,0.0,0.0
1151,צעצועים ילדים ודרקונים ,7.0,39.0,1.0,5.0,0.0,0.0,0.0,0.0
1152,PDAStore ,19.0,38.0,13.0,6.0,0.0,0.0,0.0,0.0
1153,תומ קאר ,18.0,38.0,13.0,5.0,0.0,0.0,0.0,0.0
1154,אנדר דוג ,17.0,38.0,15.0,3.0,0.0,0.0,0.0,0.0
1155,אלקטריק סטור ,14.0,38.0,15.0,21.0,0.0,0.0,0.0,0.0
1156,Ypc ,15.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0
1157,בית היוקרה ,14.0,38.0,12.0,8.0,0.0,0.0,0.0,0.0
1158,קליקמול ,10.0,38.0,14.0,2.0,0.0,0.0,0.0,0.0
1159,למיר ,21.0,37.0,15.0,3.0,0.0,0.0,0.0,0.0
1160,נוויטק ,16.0,37.0,14.0,7.0,0.0,0.0,0.0,0.0
1161,o store ספורט שטח וניווט ,13.0,37.0,14.0,2.0,0.0,0.0,0.0,0.0
1162,eshops ,11.0,37.0,13.0,15.0,0.0,0.0,0.0,0.0
1163,אלטוס ,10.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0
1164,מרום שעונים ,16.0,37.0,15.0,3.0,0.0,0.0,0.0,0.0
1165,DMO Lab ,5.0,37.0,14.0,1.0,0.0,0.0,0.0,0.0
1166,אוטוס סאונד ,18.0,36.0,13.0,1.0,0.0,0.0,0.0,0.0
1167,אופיס פור יו ,18.0,36.0,13.0,7.0,0.0,0.0,0.0,0.0
1168,בבית ,16.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0
1169,tvgames ,11.0,36.0,12.0,21.0,0.0,0.0,0.0,0.0
1170,אור טלקום ,8.0,36.0,14.0,12.0,0.0,0.0,0.0,0.0
1171,אמיר כלי עבודה ,7.0,36.0,9.0,6.0,0.0,0.0,0.0,0.0
1172,חנות הספרים של דני ,20.0,35.0,12.0,2.0,0.0,0.0,0.0,0.0
1173,שופ טיים ,19.0,35.0,14.0,5.0,0.0,0.0,0.0,0.0
1174,טונדרה ,17.0,35.0,10.0,4.0,0.0,0.0,0.0,0.0
1175,יהלומים ,15.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0
1176,אול אין ,14.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0
1177,ספיד אופן ,12.0,35.0,14.0,2.0,0.0,0.0,0.0,0.0
1178,סאונד סטור ,11.0,35.0,12.0,7.0,0.0,0.0,0.0,0.0
1179,פאמיקון ,9.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0
1180,TLV Media Center ,7.0,35.0,8.0,1.0,0.0,0.0,0.0,0.0
1181,ComSee ,5.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0
1182,אבי אייר ,12.0,34.0,10.0,3.0,0.0,0.0,0.0,0.0
1183,מצברים ,11.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0
1184,Emol ,8.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0
1185,דיגיטלי ,15.0,33.0,13.0,13.0,0.0,0.0,0.0,0.0
1186,פלאפונים ,15.0,33.0,11.0,13.0,0.0,0.0,0.0,0.0
1187,אייל צבעים ,6.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0
1188,גאמא אופיס ,17.0,32.0,13.0,8.0,0.0,0.0,0.0,0.0
1189,טו סורפרייז יו ,17.0,32.0,12.0,19.0,0.0,0.0,0.0,0.0
1190,גאדג ט ,17.0,32.0,12.0,12.0,0.0,0.0,0.0,0.0
1191,מרכז המותגים ,13.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0
1192,Getphone ,12.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0
1193,זאביק ,11.0,32.0,12.0,1.0,0.0,0.0,0.0,0.0
1194,פוטו גל נט ,19.0,31.0,7.0,11.0,0.0,0.0,0.0,0.0
1195,אבי יפה ,16.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0
1196,מור שיווק מוצרי בניין בע מ ,9.0,31.0,12.0,2.0,0.0,0.0,0.0,0.0
1197,סייל סטוק ,6.0,31.0,12.0,18.0,0.0,0.0,0.0,0.0
1198,שיא קומפ ,17.0,30.0,13.0,9.0,0.0,0.0,0.0,0.0
1199,מעבדת השרון ,13.0,30.0,11.0,1.0,0.0,0.0,0.0,0.0
1200,שופ דיירקט ,10.0,30.0,13.0,8.0,0.0,0.0,0.0,0.0
1201,שטרנס קפה ,10.0,30.0,12.0,4.0,0.0,0.0,0.0,0.0
1202,שופ סמארט ,13.0,29.0,12.0,18.0,0.0,0.0,0.0,0.0
1203,Hyper Store ,11.0,29.0,10.0,11.0,0.0,0.0,0.0,0.0
1204,מרדנית ,15.0,28.0,12.0,14.0,0.0,0.0,0.0,0.0
1205,סטוק סנטר ,12.0,28.0,12.0,11.0,0.0,0.0,0.0,0.0
1206,מוביטוב ,16.0,28.0,12.0,19.0,0.0,0.0,0.0,0.0
1207,סיטקום נט ,14.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0
1208,בסטוי ,14.0,28.0,11.0,1.0,0.0,0.0,0.0,0.0
1209,Belabuy ,13.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0
1210,eBookShop ,13.0,28.0,8.0,8.0,0.0,0.0,0.0,0.0
1211,פט פוינט ,13.0,28.0,9.0,3.0,0.0,0.0,0.0,0.0
1212,Anypart ,9.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0
1213,ל ד גאדג טס ,8.0,28.0,12.0,6.0,0.0,0.0,0.0,0.0
1214,לינק שופ ,7.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0
1215,ISmart ,5.0,28.0,9.0,19.0,0.0,0.0,0.0,0.0
1216,מעיינות ,17.0,27.0,11.0,27.0,0.0,0.0,0.0,0.0
1217,מוליפון ,12.0,27.0,12.0,18.0,0.0,0.0,0.0,0.0
1218,סקס סמייל ,10.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0
1219,בייק פור יו ,8.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0
1220,או יס ,20.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0
1221,קניה טובה ,19.0,26.0,9.0,4.0,0.0,0.0,0.0,0.0
1222,גולדן פרייס ,19.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0
1223,אריאל פרפיום ,18.0,26.0,11.0,9.0,0.0,0.0,0.0,0.0
1224,דיו הבירה ,17.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0
1225,פורקיד ,16.0,26.0,11.0,1.0,0.0,0.0,0.0,0.0
1226,מלאכת מחשבת ,13.0,26.0,12.0,2.0,0.0,0.0,0.0,0.0
1227,בא לי ,12.0,26.0,12.0,2.0,0.0,0.0,0.0,0.0
1228,סאני תקשורת בע מ ,11.0,26.0,3.0,20.0,0.0,0.0,0.0,0.0
1229,סגל אונליין ,10.0,26.0,9.0,4.0,0.0,0.0,0.0,0.0
1230,שפע חשמל ,7.0,26.0,11.0,13.0,0.0,0.0,0.0,0.0
1231,במבו רהיטים ,7.0,26.0,11.0,2.0,0.0,0.0,0.0,0.0
1232,Baby Baby ,6.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0
1233,סטוק גארדן ,6.0,26.0,6.0,4.0,0.0,0.0,0.0,0.0
1234,צ מפיון שופ ספורט ,5.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0
1235,אול פור יו ,5.0,26.0,5.0,4.0,0.0,0.0,0.0,0.0
1236,ירדן פי סי ,20.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0
1237,קופישופ ,20.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0
1238,ג מבו ,19.0,25.0,8.0,12.0,0.0,0.0,0.0,0.0
1239,איי אר סנטר ,16.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0
1240,כלבו ,16.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0
1241,אלקטרונט ,15.0,25.0,11.0,8.0,0.0,0.0,0.0,0.0
1242,פרינטר שופ ,11.0,25.0,9.0,5.0,0.0,0.0,0.0,0.0
1243,בלקוני גארדן ,10.0,25.0,5.0,1.0,0.0,0.0,0.0,0.0
1244,פריד outlet ,4.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0
1245,אישי לה ולו ,11.0,24.0,11.0,4.0,0.0,0.0,0.0,0.0
1246,מגה נט פי סי ,18.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0
1247,טונר נט ,17.0,24.0,7.0,6.0,0.0,0.0,0.0,0.0
1248,Kshop ,13.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0
1249,אייפון זון ,9.0,24.0,9.0,13.0,0.0,0.0,0.0,0.0
1250,גל אלקטריק ,10.0,24.0,10.0,3.0,0.0,0.0,0.0,0.0
1251,אורקסטרא טירה ,10.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0
1252,רון פון שרונים ,4.0,24.0,10.0,3.0,0.0,0.0,0.0,0.0
1253,צור מחשבים ,17.0,23.0,9.0,2.0,0.0,0.0,0.0,0.0
1254,אולטרה פרו ,16.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0
1255,גרין טק ,12.0,23.0,10.0,10.0,0.0,0.0,0.0,0.0
1256,סטוק גאדג ט ,11.0,23.0,10.0,4.0,0.0,0.0,0.0,0.0
1257,פטמן ,10.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0
1258,היכל החשמל ,10.0,23.0,9.0,5.0,0.0,0.0,0.0,0.0
1259,ToTeam ,9.0,23.0,9.0,1.0,0.0,0.0,0.0,0.0
1260,תבורי מרקטינג ,9.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
1261,טימברלנד ,22.0,22.0,2.0,14.0,0.0,0.0,0.0,0.0
1262,דאבל יו ,17.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0
1263,דור סנטר ,17.0,22.0,7.0,12.0,0.0,0.0,0.0,0.0
1264,יוד גודס ,16.0,22.0,10.0,1.0,0.0,0.0,0.0,0.0
1265,גרין סמוקינג ,8.0,22.0,6.0,1.0,0.0,0.0,0.0,0.0
1266,טונר מקס ,6.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0
1267,גבעות יהודה אנרגיה ,5.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0
1268,טבע נט ,7.0,21.0,3.0,3.0,0.0,0.0,0.0,0.0
1269,עדי סאונד ,17.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
1270,קמפוס ,17.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0
1271,סייל טק ,16.0,21.0,10.0,4.0,0.0,0.0,0.0,0.0
1272,קומטופ ,15.0,21.0,6.0,1.0,0.0,0.0,0.0,0.0
1273,אלקטרותא ,13.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0
1274,בול מובייל ,8.0,21.0,9.0,2.0,0.0,0.0,0.0,0.0
1275,מקספון ,8.0,21.0,9.0,7.0,0.0,0.0,0.0,0.0
1276,אופיס מובייל ,5.0,21.0,9.0,7.0,0.0,0.0,0.0,0.0
1277,איי אם שופס ,15.0,20.0,3.0,5.0,0.0,0.0,0.0,0.0
1278,שקע ותקע ,14.0,20.0,5.0,6.0,0.0,0.0,0.0,0.0
1279,ספייס ,13.0,20.0,8.0,2.0,0.0,0.0,0.0,0.0
